Plugin ID,CVE,CVSS,Risk,Host,Protocol,Port,Name,Synopsis,Description,Solution,See Also,Plugin Output
63155,CVE-2013-1609,7.2,High,169.254.157.17,tcp,445,Microsoft Windows Unquoted Service Path Enumeration,"The remote Windows host has at least one service installed that uses
an unquoted service path.","The remote Windows host has at least one service installed that uses
an unquoted service path, which contains at least one whitespace. A
local attacker can gain elevated privileges by inserting an executable
file in the path of the affected service.
Note that this is a generic test that will flag any application
affected by the described vulnerability.","Ensure that any services that contain a space in the path enclose the
path in quotes.","http://isc.sans.edu/diary.html?storyid=14464
http://cwe.mitre.org/data/definitions/428.html
http://www.commonexploits.com/?p=658
http://www.nessus.org/u?4aa6acbc","
Nessus found the following service with an untrusted path : 
  LMS : C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\LMS\LMS.exe
"
63155,CVE-2014-0759,7.2,High,169.254.157.17,tcp,445,Microsoft Windows Unquoted Service Path Enumeration,"The remote Windows host has at least one service installed that uses
an unquoted service path.","The remote Windows host has at least one service installed that uses
an unquoted service path, which contains at least one whitespace. A
local attacker can gain elevated privileges by inserting an executable
file in the path of the affected service.
Note that this is a generic test that will flag any application
affected by the described vulnerability.","Ensure that any services that contain a space in the path enclose the
path in quotes.","http://isc.sans.edu/diary.html?storyid=14464
http://cwe.mitre.org/data/definitions/428.html
http://www.commonexploits.com/?p=658
http://www.nessus.org/u?4aa6acbc","
Nessus found the following service with an untrusted path : 
  LMS : C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\LMS\LMS.exe
"
63155,CVE-2014-5455,7.2,High,169.254.157.17,tcp,445,Microsoft Windows Unquoted Service Path Enumeration,"The remote Windows host has at least one service installed that uses
an unquoted service path.","The remote Windows host has at least one service installed that uses
an unquoted service path, which contains at least one whitespace. A
local attacker can gain elevated privileges by inserting an executable
file in the path of the affected service.
Note that this is a generic test that will flag any application
affected by the described vulnerability.","Ensure that any services that contain a space in the path enclose the
path in quotes.","http://isc.sans.edu/diary.html?storyid=14464
http://cwe.mitre.org/data/definitions/428.html
http://www.commonexploits.com/?p=658
http://www.nessus.org/u?4aa6acbc","
Nessus found the following service with an untrusted path : 
  LMS : C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\LMS\LMS.exe
"
63155,CVE-2013-1609,7.2,High,169.254.197.189,tcp,445,Microsoft Windows Unquoted Service Path Enumeration,"The remote Windows host has at least one service installed that uses
an unquoted service path.","The remote Windows host has at least one service installed that uses
an unquoted service path, which contains at least one whitespace. A
local attacker can gain elevated privileges by inserting an executable
file in the path of the affected service.
Note that this is a generic test that will flag any application
affected by the described vulnerability.","Ensure that any services that contain a space in the path enclose the
path in quotes.","http://isc.sans.edu/diary.html?storyid=14464
http://cwe.mitre.org/data/definitions/428.html
http://www.commonexploits.com/?p=658
http://www.nessus.org/u?4aa6acbc","
Nessus found the following service with an untrusted path : 
  LMS : C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\LMS\LMS.exe
"
63155,CVE-2014-0759,7.2,High,169.254.197.189,tcp,445,Microsoft Windows Unquoted Service Path Enumeration,"The remote Windows host has at least one service installed that uses
an unquoted service path.","The remote Windows host has at least one service installed that uses
an unquoted service path, which contains at least one whitespace. A
local attacker can gain elevated privileges by inserting an executable
file in the path of the affected service.
Note that this is a generic test that will flag any application
affected by the described vulnerability.","Ensure that any services that contain a space in the path enclose the
path in quotes.","http://isc.sans.edu/diary.html?storyid=14464
http://cwe.mitre.org/data/definitions/428.html
http://www.commonexploits.com/?p=658
http://www.nessus.org/u?4aa6acbc","
Nessus found the following service with an untrusted path : 
  LMS : C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\LMS\LMS.exe
"
63155,CVE-2014-5455,7.2,High,169.254.197.189,tcp,445,Microsoft Windows Unquoted Service Path Enumeration,"The remote Windows host has at least one service installed that uses
an unquoted service path.","The remote Windows host has at least one service installed that uses
an unquoted service path, which contains at least one whitespace. A
local attacker can gain elevated privileges by inserting an executable
file in the path of the affected service.
Note that this is a generic test that will flag any application
affected by the described vulnerability.","Ensure that any services that contain a space in the path enclose the
path in quotes.","http://isc.sans.edu/diary.html?storyid=14464
http://cwe.mitre.org/data/definitions/428.html
http://www.commonexploits.com/?p=658
http://www.nessus.org/u?4aa6acbc","
Nessus found the following service with an untrusted path : 
  LMS : C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\LMS\LMS.exe
"
63155,CVE-2013-1609,7.2,High,169.254.248.143,tcp,445,Microsoft Windows Unquoted Service Path Enumeration,"The remote Windows host has at least one service installed that uses
an unquoted service path.","The remote Windows host has at least one service installed that uses
an unquoted service path, which contains at least one whitespace. A
local attacker can gain elevated privileges by inserting an executable
file in the path of the affected service.
Note that this is a generic test that will flag any application
affected by the described vulnerability.","Ensure that any services that contain a space in the path enclose the
path in quotes.","http://isc.sans.edu/diary.html?storyid=14464
http://cwe.mitre.org/data/definitions/428.html
http://www.commonexploits.com/?p=658
http://www.nessus.org/u?4aa6acbc","
Nessus found the following service with an untrusted path : 
  LMS : C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\LMS\LMS.exe
"
63155,CVE-2014-0759,7.2,High,169.254.248.143,tcp,445,Microsoft Windows Unquoted Service Path Enumeration,"The remote Windows host has at least one service installed that uses
an unquoted service path.","The remote Windows host has at least one service installed that uses
an unquoted service path, which contains at least one whitespace. A
local attacker can gain elevated privileges by inserting an executable
file in the path of the affected service.
Note that this is a generic test that will flag any application
affected by the described vulnerability.","Ensure that any services that contain a space in the path enclose the
path in quotes.","http://isc.sans.edu/diary.html?storyid=14464
http://cwe.mitre.org/data/definitions/428.html
http://www.commonexploits.com/?p=658
http://www.nessus.org/u?4aa6acbc","
Nessus found the following service with an untrusted path : 
  LMS : C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\LMS\LMS.exe
"
63155,CVE-2014-5455,7.2,High,169.254.248.143,tcp,445,Microsoft Windows Unquoted Service Path Enumeration,"The remote Windows host has at least one service installed that uses
an unquoted service path.","The remote Windows host has at least one service installed that uses
an unquoted service path, which contains at least one whitespace. A
local attacker can gain elevated privileges by inserting an executable
file in the path of the affected service.
Note that this is a generic test that will flag any application
affected by the described vulnerability.","Ensure that any services that contain a space in the path enclose the
path in quotes.","http://isc.sans.edu/diary.html?storyid=14464
http://cwe.mitre.org/data/definitions/428.html
http://www.commonexploits.com/?p=658
http://www.nessus.org/u?4aa6acbc","
Nessus found the following service with an untrusted path : 
  LMS : C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\LMS\LMS.exe
"
63155,CVE-2013-1609,7.2,High,169.254.54.51,tcp,445,Microsoft Windows Unquoted Service Path Enumeration,"The remote Windows host has at least one service installed that uses
an unquoted service path.","The remote Windows host has at least one service installed that uses
an unquoted service path, which contains at least one whitespace. A
local attacker can gain elevated privileges by inserting an executable
file in the path of the affected service.
Note that this is a generic test that will flag any application
affected by the described vulnerability.","Ensure that any services that contain a space in the path enclose the
path in quotes.","http://isc.sans.edu/diary.html?storyid=14464
http://cwe.mitre.org/data/definitions/428.html
http://www.commonexploits.com/?p=658
http://www.nessus.org/u?4aa6acbc","
Nessus found the following service with an untrusted path : 
  LMS : C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\LMS\LMS.exe
"
